root_id,flow,super_class,class,sub_class,cell_type,hemibrain_type,hemilineage,side,nerve
720575940633771033,intrinsic,central,,,,SMP477,DM1_antero_dorsal,left,
720575940620922790,intrinsic,central,DAN,,,PAM05,CREa1_dorsal,right,
720575940626983185,intrinsic,central,,,CB3695,,FLAa3,right,
720575940616747934,intrinsic,central,,,CB1508,,SMPpv1,right,
720575940633716124,intrinsic,central,,,,SMP033,SLPal5,right,
720575940639504768,intrinsic,central,,,CB2706,,DM1_antero_dorsal,left,
720575940622979475,intrinsic,central,Kenyon_Cell,,KCapbp-ap2,KCab-ap2,MBp3,right,
720575940639688611,intrinsic,central,Kenyon_Cell,,KCab,KCab-s,MBp2,right,
720575940613258994,intrinsic,central,,,,SMP164,,right,
720575940622384311,intrinsic,central,,,CB3591,,DM2_central,right,
720575940630250860,intrinsic,central,,,CB3110,,VLPd&p1_posterior,right,
720575940621426300,intrinsic,central,,,,ATL031,putative_primary,left,
720575940610867683,intrinsic,central,,,CB2668,,VLPl&p1_posterior,right,
720575940617749538,intrinsic,central,MBON,,,MBON11,putative_primary,right,
720575940611403493,intrinsic,central,,,CB1393,,SLPad1_posterior,right,
720575940612917105,intrinsic,central,,,CB1831,,DM6_dorso_lateral,right,
720575940634343007,intrinsic,central,CX,columnar,,"FS4A,FS4B,FS4C",DM4_CX_d2,left,
720575940617551906,intrinsic,central,,,CB2524,LHPV5a2,DL2_dorsal,right,
720575940628884854,intrinsic,central,,,CB1781,,LHp2,right,
720575940630373314,intrinsic,central,,,,SMP184,putative_primary,right,
720575940634575796,intrinsic,central,,,,LHPV5e2,DL1_dorsal,right,
720575940654607265,intrinsic,central,,,,LAL198,putative_primary,left,
720575940627514267,intrinsic,central,,,CB3095,,SLPpl1,right,
720575940621789951,intrinsic,central,,,,SLP102,SIPa1_ventral,right,
720575940620134638,intrinsic,central,,,,SMP482,SMPpv1,left,
720575940630592460,intrinsic,central,Kenyon_Cell,,KCab,KCab-m,MBp1,right,
720575940604222944,intrinsic,central,,,CB1262,,SMPp&v1_posterior,right,
720575940620341931,intrinsic,central,DAN,,,PAM07,CREa2_medial,right,
720575940626885245,intrinsic,central,,,,PVLP007,VLPd&p1_dorsal,left,
720575940612760994,intrinsic,central,CX,tangential,CB.FB7E2,"FB7A,FB7K",DL1_dorsal,right,
720575940612894578,intrinsic,central,,,,LHPV6m1,putative_primary,left,
720575940616612313,intrinsic,central,,,,WED089,LHp2,right,
720575940624310468,intrinsic,visual_centrifugal,,,cL14,IB112,putative_primary,left,
720575940629424983,intrinsic,central,,,CB1548,,CLp1_or_SLPpm2,right,
720575940616832027,intrinsic,central,,,,PS008,SMPad2,right,
720575940639432782,intrinsic,central,,,CB0690,hb-5813078104,putative_primary,left,
720575940624661031,intrinsic,central,DAN,,,PAM10,CREa1_dorsal,right,
720575940639688064,intrinsic,central,,,CB2588,,LB5,left,
720575940613606041,intrinsic,central,CX,tangential,CB.FB5E1,FB5Y,DL1_dorsal,right,
720575940633959615,intrinsic,central,,,,"SMP523,SMP524",DM3_dorso_medial,left,
720575940621773406,intrinsic,central,,,CB3257,,AOTUv4_dorsal,left,
720575940614298730,intrinsic,central,CX,tangential,CB.FB6C1,"FB7F,FB8F",SIPp1,right,
720575940605068576,intrinsic,central,,,,SLP405,DM6_dorso_lateral,right,
720575940640008400,intrinsic,central,CX,tangential,CB.FB8B1,FB8C,DM6_dorso_medial,left,
720575940619597989,intrinsic,central,,,,SLP403,putative_primary,left,
720575940634356831,intrinsic,central,,,,SMP189,DL2_dorsal,right,
720575940628838006,intrinsic,central,,,CB3174,,LHp2,left,
720575940616042582,intrinsic,central,,,,AVLP563,SMPpv2_ventral,right,
720575940617812273,intrinsic,central,CX,tangential,CB.FB7E2,"FB7A,FB7K",DL1_dorsal,right,
720575940613593809,intrinsic,central,,,CB3147,,VLPd&p1_posterior,right,
720575940653135350,intrinsic,central,,,,SLP412,CLp1,right,
720575940633291033,intrinsic,central,,,CB3519,,SLPpm3,right,
720575940610637786,intrinsic,central,,,,SMP018,AOTUv3_dorsal,right,
720575940643448264,intrinsic,central,,,,SIP066,SIPp1,left,
720575940623972533,intrinsic,central,,,CB3185,,SLPad1_posterior,right,
720575940633156377,intrinsic,central,,,,ATL032,putative_primary,right,
720575940637672425,intrinsic,central,DAN,,,PAM09,CREa2_medial,right,
720575940632221209,intrinsic,central,,,LAL043c,LAL043,AOTUv1_medial,right,
720575940621225910,intrinsic,central,Kenyon_Cell,,KCab,KCab-s,MBp2,right,
720575940625318163,intrinsic,central,Kenyon_Cell,,KCab,KCab-s,MBp3,right,
720575940614368483,intrinsic,central,,,,SMP568,VLPl&p1_posterior,left,
720575940638430686,intrinsic,central,,,,SMP102,SMPad1,right,
720575940613598105,intrinsic,central,,,,LAL155,putative_primary,left,
720575940613545634,intrinsic,central,,,,CL006,AOTUv4_dorsal,right,
720575940639030973,intrinsic,central,,,CB2943,,SMPad3,right,
720575940633993623,intrinsic,central,,,CB1951,,FLAa2,left,
720575940606432177,intrinsic,central,,,,CL179,SMPp&v1_posterior,right,
720575940621747444,intrinsic,central,,,,WEDPN3,WEDa2,right,
720575940615193787,intrinsic,central,,,,AOTU007,AOTUv3_dorsal,right,
720575940632384156,intrinsic,central,CX,columnar,,"FS1A,FS1B",DM2_CX_d1,left,
720575940649577337,intrinsic,central,,,,aMe24,putative_primary,left,
720575940627486485,intrinsic,central,,,,,SMPad3,right,
720575940616709593,intrinsic,central,,,,CRE019,CREa2_ventral,right,
720575940627463665,intrinsic,central,,,CB2328,,SMPad3,right,
720575940639778904,intrinsic,central,,,,SMP529,putative_primary,right,
720575940634833806,intrinsic,central,CX,columnar,,"FS1A,FS1B",DM1_CX_d2,right,
720575940650635641,intrinsic,central,,,,SMP373,DM6_dorso_lateral,left,
720575940625349925,intrinsic,central,,,,SMP155,putative_primary,right,
720575940634412407,intrinsic,central,,,SMP520a,SMP520,DM3_dorso_medial,left,
720575940626675185,intrinsic,central,,,,SMP124,SMPad3,left,
720575940627468273,intrinsic,central,,,CB1060,,VLPd&p1_posterior,right,
720575940620975040,intrinsic,central,,,,ATL030,DM1_antero_ventral,right,
720575940615105711,intrinsic,central,,,CB1062,,SMPad3,left,
720575940629050234,intrinsic,central,,,,SMP058,putative_primary,right,
720575940633292113,intrinsic,visual_projection,,,,aMe26,,right,
720575940615886534,intrinsic,central,LHCENT,,,LHCENT6,primary,right,
720575940604088288,intrinsic,central,,,,AVLP016,putative_primary,right,
720575940612772077,intrinsic,central,CX,tangential,CB.FB5D7,"FB5D,FB5E",AOTUv4_ventral,right,
720575940627820026,intrinsic,central,,,CB1396,,SMPp&v1_posterior,right,
720575940613870242,intrinsic,central,,,,VES045,putative_primary,right,
720575940621913897,intrinsic,central,Kenyon_Cell,,KCapbp-m,KCab-m,MBp1,right,
720575940620354836,efferent,descending,,,DNp14,SMP585,putative_primary,right,CV
720575940631808569,intrinsic,central,,,,CRE072,DL1_dorsal,right,
720575940605792946,intrinsic,central,Kenyon_Cell,,,KCg-d,MBp3,right,
720575940634468463,intrinsic,central,Kenyon_Cell,,,KCg-d,MBp1,right,
720575940615775574,intrinsic,central,,,,SMP046,SLPav2,right,
720575940625721610,intrinsic,central,,,CB1234,,FLAa3,right,
720575940616419701,intrinsic,central,,,LHPV10a1a,LHPV10a1,DM4_dorsal,right,
720575940605105696,intrinsic,central,,,SLP212b,SLP212,putative_primary,right,
720575940612105139,intrinsic,central,,,,SIP076,DM6_dorso_lateral,left,
720575940633597876,intrinsic,central,,,SMP328a,SMP328,DM3_dorso_lateral,right,
720575940630480581,intrinsic,central,,,,SMP112,CREa2_ventral,right,
720575940621005044,intrinsic,central,Kenyon_Cell,,KCab,KCab-s,MBp3,right,
720575940607632579,efferent,descending,,,DNpe047,SMP478,SMPpv1,left,CV
720575940630620207,intrinsic,central,,,CB1814,,LB5,left,
720575940631226363,intrinsic,central,,,,PLP216,putative_primary,left,
720575940641355739,intrinsic,central,Kenyon_Cell,,KCapbp-m,KCab-m,MBp4,right,
720575940623943572,intrinsic,central,Kenyon_Cell,,KCab,KCab-s,MBp4,right,
720575940622666890,intrinsic,central,,,CB1831,,DM6_dorso_lateral,right,
720575940641386203,intrinsic,central,,,,SMP081,SMPad1,left,
720575940619766869,intrinsic,central,,,,,SMPad3,left,
720575940624875018,intrinsic,central,,,CB1533,,LHp2,right,
720575940633168711,intrinsic,central,,,CB1408,,SMPp&v1_posterior,left,
720575940627126727,intrinsic,central,,,CB3272,,DM2_central,right,
720575940619902117,intrinsic,central,,,CB3248,,LHp2,right,
720575940613540767,intrinsic,central,Kenyon_Cell,,KCab,KCab-s,MBp4,right,
720575940615014184,intrinsic,central,,,CB1149,,SLPad1_posterior,right,
720575940607507157,intrinsic,central,,,CB1443,,SLPpm2,right,
720575940607351747,intrinsic,central,Kenyon_Cell,,KCab,KCab-s,MBp2,right,
720575940610140378,intrinsic,central,Kenyon_Cell,,KCab,KCab-s,MBp2,right,
720575940612876962,intrinsic,central,CX,columnar,,FS3,DM4_CX_d2,right,
720575940625218173,intrinsic,central,,,,CL006,AOTUv4_dorsal,right,
720575940632416668,intrinsic,central,,,CB1128,,EBa1,right,
720575940615885766,intrinsic,central,,,LHAD1c2c,LHAD1c2,LHl2_dorsal,right,
720575940622565069,intrinsic,central,,,CB2550,,AOTUv4_dorsal,right,
720575940619684688,intrinsic,central,Kenyon_Cell,,,KCab-p,MBp4,right,
720575940630046524,intrinsic,central,,,,SMP010,SLPav2,right,
720575940620107387,intrinsic,central,,,,CL030,putative_primary,right,
720575940614620831,intrinsic,central,,,SLP024b,SLP024,SLPal1,right,
720575940621613695,intrinsic,central,,,,CRE071,putative_primary,left,
720575940625599208,intrinsic,central,,,,AOTU021,AOTUv1_medial,right,
720575940644472100,intrinsic,central,Kenyon_Cell,,KCapbp-ap1,KCab-ap1,MBp1,right,
720575940610411726,intrinsic,central,,,CB3637,,DM6_dorso_lateral,right,
720575940643497632,intrinsic,central,Kenyon_Cell,,KCapbp-m,KCab-m,MBp4,right,
720575940622351999,intrinsic,central,CX,columnar,,FS2,DM4_CX_d2,right,
720575940613018786,intrinsic,visual_centrifugal,,,cM18,PS134,DM1_posterior,right,
720575940638900469,intrinsic,central,,,CB3413,,FLAa2,left,
720575940637595507,intrinsic,central,Kenyon_Cell,,KCab,KCab-m,MBp1,right,
720575940626859283,efferent,descending,,,DNp60,CL139,SMPpv2_dorsal,right,CV
720575940614789791,intrinsic,central,,,,SMP568,VLPl&p1_posterior,left,
720575940609405646,intrinsic,central,Kenyon_Cell,,KCab,KCab-c,MBp1,right,
720575940607041154,intrinsic,central,,,,WEDPN3,WEDa2,right,
720575940633466524,intrinsic,central,Kenyon_Cell,,KCapbp-m,KCab-m,MBp3,right,
720575940640316981,intrinsic,central,,,,SMP381,DM6_dorso_lateral,right,
720575940606746034,intrinsic,central,,,CB0532,,putative_primary,left,
720575940644327022,intrinsic,central,,,CB2367,,FLAa2,right,
720575940646518382,intrinsic,central,,,,pC1d,DM4_dorsal,left,
720575940609936882,intrinsic,central,,,CB0269,,DM3_dorso_medial,right,
720575940636991856,intrinsic,central,Kenyon_Cell,,KCapbp-ap2,KCab-ap2,MBp1,right,
720575940631488839,intrinsic,central,,,CB3446,,FLAa2,right,
720575940626160668,intrinsic,central,,,CB1967,,SMPad3,right,
720575940621056982,intrinsic,central,,,CB3691,,WEDd2,left,
720575940626650890,intrinsic,central,,,,LAL114,CREl1,left,
720575940622451273,intrinsic,central,Kenyon_Cell,,,KCg-m,MBp1,right,
720575940624274249,intrinsic,central,,,,PLP245,putative_primary,left,
720575940645958196,intrinsic,central,,,,CL182,SMPp&v1_posterior,right,
720575940616950161,intrinsic,central,,,CB0710,,SMPad1,right,
720575940623333964,intrinsic,central,,,,SMP594,putative_primary,left,
720575940622619332,intrinsic,central,,,CB1921,,LHp2,right,
720575940622474899,intrinsic,central,,,CB0212,,putative_primary,right,
720575940612065394,intrinsic,central,,,,SMP245,VLPd&p1_posterior,right,
720575940626820395,intrinsic,central,Kenyon_Cell,,,KCg-m,MBp3,right,
720575940627264062,intrinsic,central,CX,,,ExR3,putative_primary,right,
720575940622235969,intrinsic,central,,,,CL199,putative_primary,left,
720575940626463869,intrinsic,central,,,CB1337,,SIPa1_ventral,right,
720575940639781027,intrinsic,central,,,CB0257,,putative_primary,right,
720575940620576238,intrinsic,central,DAN,,,PAM10,CREa2_medial,right,
720575940630052546,intrinsic,central,,,,,SMPpv2_ventral,left,
720575940629911503,intrinsic,central,,,,ATL015,putative_primary,right,
720575940628404471,intrinsic,central,,,CB2816,,SMPp&v1_posterior,right,
720575940626495109,intrinsic,central,,,CB1226,,SMPad1,left,
720575940633145903,intrinsic,central,CX,,,ExR6,LALv1_dorsal,right,
720575940625559908,intrinsic,central,,,LAL030a,LAL030_a,CREa2_ventral,right,
720575940628331625,intrinsic,central,Kenyon_Cell,,KCapbp-m,KCab-m,MBp3,right,
720575940616134939,intrinsic,central,,,,ATL010,EBa1,right,
720575940629764906,intrinsic,central,,,CB2537,,FLAa2,right,
720575940627946261,efferent,descending,,,,DNa10,WEDd1,right,CV
720575940615276998,intrinsic,central,,,,"SIP078,SIP080",DM6_dorso_lateral,right,
720575940633004383,intrinsic,central,Kenyon_Cell,,KCab,KCab-s,MBp4,right,
720575940629855787,intrinsic,visual_centrifugal,,,cL22a,IB013,VESa2,right,
720575940612572723,intrinsic,central,,,CB0270,,LB5,right,
720575940624597228,intrinsic,central,Kenyon_Cell,,,KCg-m,MBp4,right,
720575940626102567,intrinsic,central,,,CB3113,,DM6_central1,right,
720575940642478024,intrinsic,central,,,,SLP128,LHl2_dorsal,right,
720575940640945115,intrinsic,central,,,WED092c,WED092,LHp2,right,
720575940637980725,intrinsic,central,,,CB3056,,SLPad1_posterior,right,
720575940648205945,intrinsic,central,Kenyon_Cell,,KCapbp-m,KCab-m,MBp4,right,
720575940614957162,intrinsic,central,,,,CRE049,CREl1,right,
720575940624106776,intrinsic,central,,,,SMP272,SMPpv2_dorsal,right,
720575940634956399,intrinsic,central,,,CB3215,,DM1_antero_dorsal,left,
720575940618980299,intrinsic,central,Kenyon_Cell,,KCab,KCab-s,MBp2,right,
720575940627540209,intrinsic,central,,,SMP451a,SMP451,SMPp&v1_posterior,right,
720575940636343147,intrinsic,central,LHCENT,,,LHCENT11,primary,right,
720575940612196850,intrinsic,central,MBON,,,MBON15-like,DL1_dorsal,right,
720575940620272064,intrinsic,central,Kenyon_Cell,,KCab,KCab-s,MBp2,right,
720575940616650589,intrinsic,central,,,,CL062_a,VLPl2_medial,right,
720575940625837060,intrinsic,central,Kenyon_Cell,,KCab,KCab-s,MBp1,right,
720575940624636930,intrinsic,central,,,CB2841,,CREa2_ventral,right,
720575940626485514,intrinsic,central,CX,tangential,CB.FB7E2,"FB7A,FB7K",DL1_dorsal,right,
720575940612898161,intrinsic,central,ALIN,,,ALIN1,putative_primary,right,
720575940606431921,intrinsic,central,,,,"PS240,PS264",,right,
720575940629242428,intrinsic,central,,,,SMP079,SMPad2,right,
720575940643316590,intrinsic,central,,,CB1868,,SLPal5,right,
720575940619760833,intrinsic,central,,,CB1320,,DM1_antero_dorsal,left,
720575940623705095,intrinsic,central,,,,SMP282,CLp2,right,
720575940626709373,intrinsic,central,,,,"SMP602,SMP094",SMPad1,right,
720575940620159070,intrinsic,central,,,CB1171,,SLPad1_posterior,right,
720575940625007879,intrinsic,central,,,,aSP-f3,SLPad1_anterior,right,
720575940644521764,intrinsic,central,,,,SMP087,SMPad1,left,
720575940616044850,intrinsic,central,Kenyon_Cell,,KCab,KCab-s,MBp2,right,
720575940635063135,intrinsic,central,MBON,,,MBON22,putative_primary,right,
720575940617836598,intrinsic,central,,,CL196a,CL196,SMPp&v1_posterior,right,
720575940629134396,intrinsic,central,,,,LAL110,CREl1,left,
720575940630981847,intrinsic,central,,,CB1478,,SMPad3,right,
720575940621811182,intrinsic,central,CX,tangential,"CB.FB3,4D3","FB4P,FB4Q,FB4R",AOTUv4_ventral,right,
720575940611982997,intrinsic,central,,,,PS146,putative_primary,right,
720575940622897639,efferent,endocrine,pars_intercerebralis,,PI,"PI1,PI2,PI3",DILP__prim,left,NCC
720575940622273868,intrinsic,central,,,CB0699,,putative_primary,left,
720575940611323670,intrinsic,central,ALPN,multiglomerular,,M_lvPNm35,ALlv1,right,
720575940639917400,intrinsic,central,,,CB3369,LHAD1b2,LHl2_dorsal,right,
720575940606010242,intrinsic,central,,,CB1866,,DM1_antero_dorsal,left,
720575940644208419,intrinsic,central,,,CB2948,,SLPal3_and_SLPal4_dorsal,right,
720575940621089569,intrinsic,central,,,CB2124,,LHp2,right,
720575940633173412,intrinsic,central,CX,tangential,CB.FB6F0,FB6M,putative_primary,right,
720575940635213998,intrinsic,central,Kenyon_Cell,,,KCg-m,MBp4,right,
720575940620686360,afferent,ascending,AN,AN_SMP,AN_SMP_1,,,left,CV
720575940621277865,intrinsic,central,,,,CL014,SLPav2,right,
720575940611405102,intrinsic,visual_projection,bilateral,,MTe46,,,left,
720575940623926247,intrinsic,central,,,,LHPV5g2,DL2_dorsal,right,
720575940621525673,intrinsic,central,,,,SMP084,SMPad1,right,
720575940611077093,intrinsic,central,,,CB2897,,PSp3,right,
720575940627680911,intrinsic,central,,,,LAL175,putative_primary,right,
720575940629698012,intrinsic,central,,,CB3392,,LHl2_dorsal,right,
720575940612712354,intrinsic,central,,,SMP314b,SMP314,DM3_dorso_lateral,right,
720575940613213736,intrinsic,central,,,,CRE018,CREa2_ventral,right,
720575940636648767,intrinsic,central,,,CB1337,,SIPa1_ventral,right,
720575940608235529,intrinsic,central,,,CB1646,,SLPp&v1_posterior,right,
720575940626255381,intrinsic,central,,,SIP013b,SIP013,SIPa1_ventral,right,
720575940628137577,intrinsic,central,,,CB2910,,DL2_dorsal,right,
720575940624694601,intrinsic,central,,,,CL110,putative_primary,right,
720575940612891373,intrinsic,central,,,,SMP092,SMPad1,right,
720575940620318740,intrinsic,central,,,CB3143,,SMPad2,right,
720575940637683086,intrinsic,central,,,CB2662,SIP011,SIPa1_ventral,right,
720575940639092925,intrinsic,central,,,CB2244,,SLPad1_posterior,right,
720575940619259813,intrinsic,central,,,,AOTU047,,right,
720575940636513882,intrinsic,central,Kenyon_Cell,,,KCg-d,MBp4,right,
720575940631863085,intrinsic,central,,,SMP532b,SMP532,SMPpd2,right,
720575940642809032,intrinsic,central,,,"SLP402a,SMP426a","SLP402,SMP426",CLp1,right,
720575940616563668,intrinsic,central,,,SMP520b,SMP520,DM3_dorso_medial,right,
720575940647714425,intrinsic,central,Kenyon_Cell,,KCab,KCab-m,MBp3,right,
720575940611967658,intrinsic,central,,,CB2844,,SMPpd1,right,
720575940616836564,intrinsic,central,,,CB3054,,LHp2,right,
720575940626262524,intrinsic,central,,,CB2429,,DM6_dorso_lateral,right,
720575940619937872,intrinsic,central,,,CB1016,,CLp1,left,
720575940628194895,intrinsic,central,CX,columnar,,FS2,DM4_CX_d3,right,
720575940609760814,intrinsic,central,,,CB1361,,SIPa1_ventral,right,
720575940629731579,intrinsic,central,,,,CRE056,EBa1,right,
720575940630868271,intrinsic,central,DAN,,,PAM11,CREa2_medial,right,
720575940631678689,intrinsic,central,Kenyon_Cell,,KCab,KCab-m,MBp3,right,
720575940627153513,intrinsic,central,,,,SMP173,CREl1,right,
720575940624193279,intrinsic,central,,,,PS002,SMPad2,right,
720575940622673703,intrinsic,central,Kenyon_Cell,,KCab,KCab-s,MBp2,right,
720575940635630703,intrinsic,central,,,,SMP408_c,DM4_dorsal,right,
720575940623182067,intrinsic,central,,,CB3541,,CLp1_or_SLPpm2,right,
720575940621775130,intrinsic,central,,,,"SMP501,SMP502",putative_primary,right,
720575940610586597,intrinsic,central,,,,SMP452,SMPp&v1_posterior,right,
720575940615911380,efferent,endocrine,pars_intercerebralis,,PI,"PI1,PI2,PI3",DILP__prim,right,NCC
720575940632373023,intrinsic,central,,,,CRE021,putative_primary,right,
720575940606664894,intrinsic,central,,,,CRE042,putative_primary,right,
720575940624889232,intrinsic,central,,,,SMP186,DL2_dorsal,right,
720575940617649969,intrinsic,central,Kenyon_Cell,,KCab,KCab-m,MBp1,right,
720575940638840036,intrinsic,central,CX,columnar,,"FS4A,FS4B,FS4C",DM2_CX_d1,left,
720575940611873320,intrinsic,central,,,CB2708,,PSp3,right,
720575940659314817,intrinsic,central,Kenyon_Cell,,KCab,KCab-s,MBp3,right,
720575940622455757,intrinsic,central,,,,"CL328,IB070,IB071",DM5_central,right,
720575940629067163,intrinsic,central,,,,SMP386,DM4_dorsal,left,
720575940624392220,intrinsic,central,Kenyon_Cell,,KCab,KCab-m,MBp1,right,
720575940623252884,intrinsic,central,,,CB2179,,SLPav2,right,
720575940629929580,intrinsic,central,,,CB3604,,DM6_dorso_lateral,right,
720575940624809805,intrinsic,central,,,,"SMP074,CL040",SMPad2,right,
720575940640354638,intrinsic,central,,,SMP317b,SMP317,DM3_dorso_lateral,right,
720575940625226014,intrinsic,central,CX,columnar,,"FS4A,FS4B,FS4C",DM4_CX_d2,left,
720575940604488672,intrinsic,central,,,CB2587,,SLPpl1,right,
720575940630722757,intrinsic,central,Kenyon_Cell,,KCapbp-ap2,KCab-ap2,MBp1,right,
720575940630437418,intrinsic,central,,,,LHAD1b5,LHl2_dorsal,right,
720575940629566705,intrinsic,central,,,,SMP279_c,CLp2,right,
720575940660047489,intrinsic,central,Kenyon_Cell,,KCab,KCab-s,MBp4,right,
720575940637664357,intrinsic,central,,,CB3282,,VPNp&v1_posterior,right,
720575940627921182,efferent,descending,,,oviDNa_a,oviDNa,SMPpv1,left,CV
720575940631991266,intrinsic,central,,,,SMP050,putative_primary,right,
720575940627168784,intrinsic,central,,,CB3470,,FLAa2,right,
720575940621839086,intrinsic,central,Kenyon_Cell,,KCapbp-m,KCab-m,MBp4,right,
720575940622637548,intrinsic,central,Kenyon_Cell,,KCab,KCab-m,MBp4,right,
720575940629491275,intrinsic,central,,,CB1008,,FLAa3,left,
720575940628955386,intrinsic,central,,,SMP106a,SMP106,SMPad1,left,
720575940619896656,intrinsic,central,,,CB1244,LHAD1b2,LHl2_dorsal,right,
720575940634510967,intrinsic,central,,,,SLP106,SIPa1_ventral,right,
720575940611292622,intrinsic,central,,,CL029b,CL029,putative_primary,right,
720575940638639174,intrinsic,central,,,LHPV6h1,,LHp2,right,
720575940625334970,intrinsic,central,,,,CL359,,right,
720575940610864338,intrinsic,central,,,,SMP388,DM4_dorsal,right,
720575940621186565,intrinsic,central,,,CB3095,,SLPpl1,right,
720575940622520846,intrinsic,central,,,CB2634,,VLPl2_medial,right,
720575940612678637,intrinsic,central,ALPN,multiglomerular,,M_lvPNm45,ALlv1,right,
720575940652449270,intrinsic,central,,,,LHAD1b3,LHl2_dorsal,right,
720575940622391019,intrinsic,central,,,,CL210,SMPpm1,right,
720575940629999148,intrinsic,central,,,LHPV6a1,,LHp2,right,
720575940632046540,intrinsic,central,,,SMP393b,SMP393,DM4_dorsal,right,
720575940603996081,intrinsic,central,,,,SLP405,DM6_dorso_lateral,right,
720575940658902401,intrinsic,central,CX,tangential,"CB.FB3,4I7","FB5J,FB5K,FB5L,FB5M,FB5N,FB5W",LALv1_dorsal,right,
720575940616169629,intrinsic,central,,,CB0007,,CREa2_ventral,right,
720575940636653914,intrinsic,central,,,,,SIPa1_ventral,right,
720575940630530575,intrinsic,central,,,CB3215,,DM1_antero_dorsal,left,
720575940625698279,intrinsic,central,CX,tangential,CB.FB6E4,,DL1_dorsal,right,
720575940619078592,intrinsic,central,Kenyon_Cell,,KCab,KCab-m,MBp1,right,
720575940631870291,intrinsic,central,,,CB1506,,FLAa2,right,
720575940626483217,intrinsic,central,,,,"ATL038,ATL039",,left,
720575940623943677,intrinsic,central,,,,,SMPp&v1_ventral,left,
720575940619244225,intrinsic,central,,,,SMP408_b,DM4_dorsal,right,
720575940626314061,intrinsic,central,CX,tangential,CB.FB2H0,FB2A,DM6__prim,right,
720575940618853547,intrinsic,central,,,CB3765,,SLPpl1,right,
720575940609002360,intrinsic,central,CX,columnar,,"FS4A,FS4B,FS4C",DM4_CX_d3,left,
720575940614431594,intrinsic,central,,,CB2884,,SMPad2,right,
720575940608198101,intrinsic,central,,,,SMP055,SMPad2,right,
720575940614215405,intrinsic,central,,,,SMP085,SMPad1,right,
720575940638757464,intrinsic,visual_projection,,,MTe15,"hb-787882939,hb-479969687",,right,
720575940629551375,intrinsic,central,,,CB1372,,FLAa2,right,
720575940629583345,intrinsic,central,,,CB0960,,FLAa3,left,
720575940609783598,intrinsic,central,,,CB1024,,FLAa3,right,
720575940610478531,intrinsic,visual_projection,,,s-LNv_b,s-LNv,,right,
720575940638975285,intrinsic,central,Kenyon_Cell,,KCab,KCab-s,MBp1,right,
720575940636805958,afferent,ascending,AN,AN_multi,AN_multi_80,,,left,CV
720575940616657665,intrinsic,central,,,,PLP171,VPNp&v1_posterior,right,
720575940603765280,efferent,endocrine,pars_intercerebralis,,PI,"PI1,PI2,PI3",DILP__prim,left,NCC
720575940612281842,intrinsic,central,,,,CRE005,putative_primary,right,
720575940626102289,intrinsic,central,,,CB1975,,SMPad2,right,
720575940620203781,intrinsic,central,,,CB3080,,SMPad2,right,
720575940622444037,intrinsic,central,,,,SLP396,SMPpd1,right,
720575940626644486,intrinsic,central,,,CB3612,,SLPpl1,right,
720575940617577702,intrinsic,central,,,CB1079,,EBa1,right,
720575940654758561,intrinsic,central,,,,SMP037,AOTUv2,right,
720575940631787587,intrinsic,central,,,,SMP323,DM3_dorso_lateral,right,
720575940639293312,intrinsic,central,,,CB1345,,FLAa2,right,
720575940625420986,efferent,descending,,,DNp101,CL334,DM6_central2,right,CV
720575940630819599,intrinsic,central,CX,tangential,CB.FB2E6,,DL1_dorsal,right,
720575940620467115,intrinsic,central,,,CB0032,,putative_primary,left,
720575940608015627,intrinsic,central,Kenyon_Cell,,,KCg-m,MBp3,right,
720575940636616670,intrinsic,central,,,,"SIP032,SIP059",VLPd&p1_posterior,right,
720575940624629948,intrinsic,central,Kenyon_Cell,,KCapbp-m,KCab-m,MBp1,right,
720575940615938235,intrinsic,central,,,,IB115,putative_primary,left,
720575940639782875,intrinsic,central,CX,columnar,,FS3,DM4_CX_d2,right,
720575940630196311,intrinsic,central,,,CB3276,,SLPad1_anterior,right,
720575940632422162,intrinsic,central,,,,"CRE060,CRE067",CREl1,left,
720575940637363689,intrinsic,central,,,,SMP067,SMPad2,right,
720575940630474344,intrinsic,central,,,CB2888,,SLPpl1,right,
720575940623744236,intrinsic,central,,,,IB025,putative_primary,right,
720575940627950135,intrinsic,central,,,,SMP261,SMPpv2_dorsal,right,
720575940630506358,intrinsic,central,,,,LAL129,,left,
720575940623191625,intrinsic,central,,,CB3423,,FLAa2,right,
720575940615903206,intrinsic,central,,,CB3548,,LHp2,right,
720575940634953079,intrinsic,central,DAN,,,PAM11,CREa1_dorsal,right,
720575940607805707,intrinsic,central,,,CB1368,,SMPad2,right,
720575940625733351,efferent,descending,,,DNc02,SIFa,putative_primary,right,CV
720575940606953858,intrinsic,central,MBON,,,MBON23,DL1_dorsal,right,
720575940615868054,intrinsic,central,,,,SMP273,SMPpv2_dorsal,right,
720575940631844492,intrinsic,central,DAN,,,PAM13,CREa2_medial,right,
720575940621882401,intrinsic,central,Kenyon_Cell,,KCab,KCab-m,MBp4,right,
720575940633310801,intrinsic,visual_projection,,,MTe44,hb-1347638401,,right,
720575940612033967,intrinsic,central,,,CB2736,,SLPad1_posterior,right,
720575940629512195,intrinsic,central,,,,SMP158,SMPad2,right,
720575940617422481,intrinsic,central,,,,SLP279,putative_primary,left,
720575940614296844,intrinsic,central,,,CB1871,,SMPad3,left,
